tconst,primaryTitle,startYear,worldwide,domestic,log_worldwide,log_domestic,dom_r,dom_g,dom_b,avg_brightness,avg_saturation,orange_teal_score,face_count,face_density,release_month,release_window
tt27811660,Árni,2023,4270,,8.359603270841466,,26,24,21,64.24,115.68,0.4477,1,0.0286,9,Other
tt6243148,Omega,2016,28845,,10.269726614143456,,15,14,14,67.76,57.69,0.1562,1,0.0267,11,Other
tt5545862,Missing You,2016,4538719,,15.328155591939458,,12,8,12,75.67,93.48,0.3781,0,0.0,3,Other
tt7772582,Never Rarely Sometimes Always,2020,299588,16565.0,12.61016681433034,9.715107681158209,227,225,212,164.97,74.99,0.0753,0,0.0,1,Spring
tt6892400,The Girl in the Fog,2017,4996317,,15.424211799122707,,10,22,24,63.6,107.66,0.6551,3,0.08,10,Other
tt31257225,Given the Movie: Hiiragi Mix,2024,141673,88988.0,11.86128392260458,11.396268045570103,175,204,62,190.41,147.47,0.0676,2,0.0533,1,Summer
tt8169552,Monica and Friends: Bonds,2019,7554706,,15.837681370673524,,240,205,83,187.71,144.1,0.3461,0,0.0,6,Other
tt32020028,Appu,2024,8998,,9.104868739033948,,123,112,73,138.8,118.26,0.1382,2,0.0593,4,Other
tt38343530,A Goodnight Kiss,2025,81886,,11.313095527083464,,23,18,21,83.18,64.75,0.2221,1,0.0267,10,Other
tt14807000,Nightmare,2022,598780,,13.302651200897278,,13,21,30,67.89,137.76,0.2128,0,0.0,10,Other
tt9668588,Mocha,2019,976,,6.884486652042782,,253,253,253,182.17,28.77,0.0504,12,0.3395,2,Other
tt3371366,Transformers: The Last Knight,2017,605425157,130168683.0,20.221441509684503,18.684341736535195,20,10,9,87.2,128.26,0.4332,4,0.1067,6,Summer
tt7275232,Welcome to New York,2018,214939,,12.278114198395144,,202,230,227,195.03,117.46,0.5694,8,0.2133,2,Other
tt13533692,Kuwait Marrakech Kuwait,2020,7852,,8.968650903374874,,73,51,53,159.12,122.24,0.4326,1,0.0267,11,Other
tt10409582,Half-Sister,2019,8095,,8.999125391527247,,229,229,229,180.72,7.69,0.0084,1,0.0267,7,Other
tt6973670,My Brother 2,2017,1732579,,14.36512218502629,,123,184,208,153.65,99.69,0.6049,6,0.16,11,Other
tt10279362,French Exit,2020,1556763,741895.0,14.25811986578885,13.516964350600878,22,24,35,56.01,102.87,0.1178,2,0.0533,10,Other
tt5652498,Taxi 121,2016,28050,,10.24177956093926,,8,8,5,40.44,110.78,0.0233,1,0.0267,9,Other
tt1798632,Firestarter,2022,15039250,9739250.0,16.526174074713964,16.091674773277823,87,12,14,157.21,215.38,0.3995,1,0.0267,5,Summer
tt15665948,Before We Collapse,2023,73319,,11.20258870195364,,186,223,210,159.66,87.16,0.1168,1,0.0267,1,Other
tt31116092,14 Days: Girlfriend Intlo,2025,1867,,7.532623618788788,,252,244,208,216.26,69.4,0.1252,2,0.0533,3,Other
tt10345546,Barroz: Guardian of Treasures,2024,349690,,12.764805186374844,,14,17,21,76.12,114.54,0.2472,2,0.0533,12,Other
tt15683734,It Lives Inside,2023,7370148,4675092.0,15.812948481057491,15.357759613555189,5,0,0,40.35,205.16,0.1408,1,0.0267,3,Awards
tt7158686,You Shall Not Sleep,2018,1456151,,14.191307897894324,,11,25,37,72.91,149.26,0.524,2,0.0533,1,Other
tt7081574,Cold Tango,2017,437592,,12.989044533618271,,35,9,12,118.92,133.3,0.1771,4,0.1067,6,Other
tt7177156,A Season in France,2017,98390,,11.496704615442678,,206,195,187,152.67,43.69,0.3008,4,0.1067,9,Other
tt12298506,Black Box,2020,32668,,10.39418189500513,,1,6,18,43.09,175.11,0.3426,0,0.0,10,Other
tt8373724,Las tres rosas,2018,4249,,8.354674261918463,,25,22,9,138.4,114.6,0.1106,2,0.0581,5,Other
tt25048890,Sand Land,2023,2332827,,14.662591823467928,,233,110,129,179.61,102.18,0.1162,1,0.0283,7,Other
tt18816836,My Wonderful Stranger,2024,138301,,11.837194978864266,,47,42,33,104.84,93.89,0.2597,1,0.0267,1,Other
tt32278054,House Mates,2025,1110,,7.01301578963963,,74,65,55,150.63,119.71,0.3973,5,0.1333,7,Other
tt7220754,Heavy Trip,2018,30351,10153.0,10.320617692174796,9.22562299550734,15,14,19,104.56,149.82,0.2012,7,0.1867,3,Awards
tt4444956,Once Upon a Time in London,2019,1567,,7.357556200910353,,233,234,230,168.96,104.06,0.3261,8,0.2133,4,Other
tt5541002,Pachamama,2018,1866211,,14.43942126594036,,140,55,82,136.61,147.24,0.1375,0,0.0,10,Other
tt3228774,Cruella,2021,233503234,86103234.0,19.268706489366977,18.27105754128214,10,9,10,85.01,54.95,0.0241,1,0.0267,5,Summer
tt11460816,Will-o'-the-Wisp,2022,23553,,10.067050936401492,,43,19,19,122.03,117.1,0.2045,2,0.0537,5,Other
tt30958042,Skin in Spring,2024,6584,,8.792549614177382,,96,53,37,84.5,115.09,0.5882,0,0.0,2,Other
tt13414318,The Stolen Valley,2022,38909,38909.0,10.5690065659786,10.5690065659786,37,32,21,139.16,103.61,0.0051,2,0.0533,10,Other
tt34387707,What We Wanted to Be,2024,32834,,10.399250298625072,,9,7,6,56.53,133.81,0.1245,2,0.0533,10,Other
tt8202612,Satyameva Jayate,2018,11933798,,16.294885184287836,,28,23,20,112.21,109.31,0.3823,2,0.0554,8,Other
tt9431740,Homeward,2019,40093,,10.59898197616442,,226,232,198,185.66,50.16,0.0115,0,0.0,5,Other
tt14018794,"Goya, Carrière & the Ghost of Buñuel",2022,93898,,11.449975015512385,,11,10,12,60.93,81.11,0.1477,0,0.0,5,Other
tt8053302,Bal Kaymak,2018,130004,,11.775328190236555,,142,97,66,180.07,139.68,0.4458,8,0.2241,5,Other
tt14187988,Reflections of a Broken Memory,2022,4323,4323.0,8.371936178759098,8.371936178759098,9,12,15,90.1,144.44,0.2963,2,0.0573,12,Holiday
tt5333612,Actor in Law,2016,144654,,11.882106876001146,,5,2,3,96.51,96.8,0.2319,3,0.0816,9,Awards
tt6053438,First Reformed,2017,3870404,3448256.0,15.168869710693205,15.05337944395093,3,2,1,19.54,73.46,0.343,1,0.0267,8,Summer
tt32376165,A House of Dynamite,2025,13567,,9.515469358031684,,31,19,25,108.83,116.26,0.2845,2,0.0533,9,Other
tt24517458,RDX: Robert Dony Xavier,2023,1718847,,14.357164856953364,,26,20,13,68.59,138.56,0.3511,0,0.0,8,Other
tt4637050,Fräulein: una fiaba d'inverno,2016,38577,,10.560437444784183,,243,204,31,209.19,167.73,0.1285,4,0.1067,5,Other
tt32247943,Mirrors No. 3,2025,602747,,13.309254477912653,,245,238,217,222.26,104.22,0.241,1,0.0489,5,Other
tt4428398,Paws of Fury: The Legend of Hank,2022,42439184,17811382.0,17.56358266794414,16.695348305254935,70,41,32,179.15,182.41,0.3172,0,0.0,7,Summer
tt12484058,Die by the Sword,2020,15998,,9.680281499268713,,21,10,22,99.43,128.09,0.2544,3,0.0855,10,Awards
tt19356084,Blind River,2025,4160,,8.333510708982942,,103,60,33,117.69,148.78,0.8156,2,0.06,1,Other
tt8156742,100 Days of Loneliness,2018,22158,,10.005999013489204,,201,148,119,162.15,86.0,0.5433,0,0.0,3,Other
tt7201558,Narzeczony na niby,2018,6384565,,15.66939407332966,,243,247,249,219.15,51.76,0.1671,15,0.4,1,Other
tt8315128,Café Funiculi Funicula,2018,10164971,,16.134458250490866,,251,251,243,228.9,43.41,0.1113,1,0.0267,9,Other
tt7679672,El azote,2017,3302,,8.10258642539079,,123,156,199,128.34,91.6,0.0786,2,0.0566,11,Other
tt33075129,Nodidavaru Enanthare,2025,149,,5.0106352940962555,,29,31,26,105.62,63.21,0.2473,1,0.0267,1,Other
tt8755316,The Island,2018,198326350,670883.0,19.105424469180065,13.416351524704965,228,213,179,139.81,70.11,0.2206,6,0.16,8,Summer
tt21610148,Kaari,2022,3064,,8.027802848370312,,247,244,196,174.97,154.72,0.2487,8,0.2133,11,Other
tt18252340,Carnifex,2022,15196,,9.628853318933604,,12,28,42,63.0,157.17,0.1412,0,0.0,10,Other
tt5574806,Boblo Boats: A Detroit Ferry Tale,2022,111332,111332.0,11.620280989274267,11.620280989274267,201,185,137,159.81,93.92,0.0635,1,0.0267,9,Awards
tt6447372,National Theatre Live: Hangmen,2016,907914,,13.71890604086672,,28,28,19,80.01,102.12,0.1531,3,0.08,3,Spring
tt5259134,Adios Amigos,2016,94509,,11.456460927989102,,251,245,248,161.12,61.68,0.2346,3,0.08,9,Other
tt4909984,Albüm,2016,17187,,9.751966744894888,,58,81,148,164.06,146.29,0.1181,1,0.0267,5,Other
tt20563504,Dreaming of the Meridian Arc,2022,2324739,,14.659118762793392,,153,6,29,164.5,146.95,0.1352,12,0.4193,5,Other
tt27395353,50 km/h,2024,2449095,543.0,14.711229534839354,6.298949246855942,202,202,199,155.52,102.02,0.3873,2,0.0533,1,Summer
tt3272066,Reminiscence,2021,16400193,3900193.0,16.612803721992755,15.176536853452449,13,14,16,87.42,118.28,0.3993,5,0.1333,8,Summer
tt5294522,Dreamland,2019,320814,,12.67861991198611,,34,21,17,105.59,108.24,0.6208,2,0.0533,4,Other
tt20421722,Paap Punyo,2022,29828,26037.0,10.303236353648185,10.167312288457342,28,20,28,82.06,48.54,0.0576,0,0.0,5,Summer
tt1691152,David Lynch: The Art Life,2016,311152,171419.0,12.64804003160282,12.051871964452872,97,108,91,117.72,97.82,0.3763,1,0.0267,9,Spring
tt8574252,The Witch: Part 1 - The Subversion,2018,24343708,,17.00778401682335,,13,12,11,63.56,109.11,0.317,4,0.1067,6,Other
tt8418652,The King's Musketeers,2018,5728960,,15.561044745896782,,36,17,6,138.71,202.17,0.4499,4,0.1067,12,Other
tt20215670,Fatum,2023,1036268,,13.85113732060734,,6,17,23,45.1,141.16,0.2773,2,0.0533,4,Other
tt29701225,Demon: Azab-ül Kem,2024,125438,,11.739574863613685,,22,20,18,45.06,66.53,0.252,0,0.0,1,Other
tt31828378,The Twisters,2024,39994,,10.596509725282925,,20,35,38,105.31,101.9,0.5068,0,0.0,6,Other
tt10740926,Rob Peace,2024,422329,383520.0,12.953542277944193,12.85714965709076,214,205,206,134.9,76.08,0.2298,6,0.16,1,Summer
tt13153470,About Joan,2022,70677,,11.165889629485456,,79,32,27,168.81,176.26,0.4783,1,0.0267,2,Other
tt26675491,Bro,2023,268170,,12.499380115720944,,251,213,130,207.39,135.42,0.1264,4,0.1067,7,Other
tt14985732,Wash My Soul in the River's Flow,2021,61231,,11.022425207665483,,250,247,243,207.96,19.48,0.0398,2,0.0533,8,Other
tt14941348,Mole Song Final,2021,3158241,,14.96552610164071,,224,168,57,171.9,147.2,0.2748,8,0.2133,11,Other
tt6280802,Hide and Never Seek,2016,1919930,,14.467799805858196,,12,13,3,102.07,179.76,0.0282,0,0.0,10,Other
tt8289986,My Father's Bones,2018,3005,,8.00836557031292,,28,25,22,115.4,64.57,0.3304,4,0.1067,9,Other
tt11879280,The Washing Machine,2020,138968,,11.842006165657084,,38,33,27,96.2,84.22,0.1803,7,0.1867,7,Other
tt32477916,A Sudden Glimpse to Deeper Things,2024,52443,,10.867501212619292,,5,87,233,212.07,189.37,0.0781,1,0.0267,7,Other
tt36589890,The Rose: Come Back to Me,2025,2788,,7.933438387627489,,51,44,14,79.13,150.05,0.1628,16,0.4267,6,Other
tt21741282,Batch 2013,2022,8875,,9.091106284052485,,50,43,22,68.69,153.58,0.0582,1,0.0302,9,Other
tt20218618,June and John,2025,252785,,12.440298559974488,,37,9,21,124.26,170.63,0.2151,2,0.0533,4,Other
tt12145322,Dead,2020,14465,,9.579556347409229,,33,9,60,118.96,200.65,0.0002,3,0.08,9,Other
tt11379620,The Last Ride of the Wolves,2022,17261,,9.756262832779605,,24,19,11,64.26,156.39,0.1678,0,0.0,1,Other
tt28444100,Promise I'll Be Fine,2024,9416,,9.150271845510064,,237,237,232,166.88,43.02,0.1568,1,0.0267,10,Other
tt10692622,Cholitas,2019,29451,,10.290517098488609,,183,191,214,191.78,41.86,0.0089,0,0.0,1,Other
tt7085842,The End?,2017,185469,,12.130648422883333,,5,9,18,66.88,168.56,0.0091,1,0.0267,8,Other
tt5313746,Sadakat,2016,4425,,8.395251520610994,,17,9,12,114.64,99.74,0.3515,5,0.1333,1,Other
tt36592985,Miss Kobayashi's Dragon Maid: A lonely dragon wants to be loved,2025,1310405,87563.0,14.085847570825038,11.38012523355362,66,130,187,193.35,91.25,0.1446,0,0.0,6,Awards
tt7660966,Our Blood Is Wine,2018,13210,13210.0,9.488805094878352,9.488805094878352,12,10,11,69.92,71.42,0.1233,0,0.0,2,Spring
tt14335980,Maestro(s),2022,1976587,,14.496882683874729,,29,17,13,85.62,154.09,0.4956,4,0.1067,8,Other
tt11210032,Sheep Without a Shepherd,2019,191602146,,19.070931629074995,,5,20,32,66.31,151.54,0.3109,3,0.08,12,Other
tt3412738,Painless,2017,7082,7082.0,8.865452825753623,8.865452825753623,6,9,11,56.03,113.05,0.5873,0,0.0,3,Awards
tt10309218,Blue Hour,2019,166334,,12.021759106055423,,93,125,239,206.94,121.1,0.0862,2,0.0533,3,Other
tt13610344,Harvest,2024,122432,,11.715319220565837,,233,233,243,178.42,30.93,0.0009,0,0.0,9,Other
tt36971130,"Autos, mota y rocanrol",2025,320779,,12.67851080889137,,56,33,24,138.71,133.54,0.3722,8,0.2133,6,Other
tt4998632,Ambulance,2022,52303589,22781115.0,17.772575569126786,16.94144250512573,205,12,15,144.76,141.87,0.1719,3,0.08,3,Spring
tt7710486,Sympathy for the Devil,2019,114301,51150.0,11.64659934744259,10.8425373215308,240,240,240,201.61,17.52,0.0113,1,0.0267,10,Awards
tt13349678,Bla Bla Baby,2022,89483,,11.401815117331797,,25,99,182,159.59,169.9,0.0984,6,0.1669,4,Other
tt11833648,The Book of Sun,2020,12005,,9.393161803811788,,33,123,148,188.6,134.25,0.7753,4,0.1067,7,Other
tt13585362,Rocky Road to Berlin,2024,1465147,,14.19746681922152,,225,228,241,189.41,76.86,0.1416,3,0.084,3,Other
tt14412366,A Day to Die,2022,98616,,11.49899893952228,,24,35,42,109.73,103.76,0.4576,3,0.08,3,Other
tt5279204,Le Ride,2016,22658,,10.028312402981555,,253,198,3,212.34,176.77,0.0429,4,0.1067,8,Other
tt6179746,The Gateway,2018,10878,,9.294589604421082,,43,85,115,153.35,123.47,0.445,1,0.0267,8,Other
tt38121182,Jujutsu Kaisen: Execution,2025,44457030,16583133.0,17.610033685143193,16.623896712728023,10,5,2,90.09,163.25,0.0618,0,0.0,11,Holiday
tt24683702,Corona Papers,2023,31392,,10.354340217107469,,19,19,27,58.78,75.59,0.2142,4,0.1067,4,Other
tt8385536,Ashore,2018,13163,,9.48524111006323,,166,178,205,175.16,76.07,0.0911,0,0.0,3,Other
tt21382430,Sergio Leone: The Man Who Invented America,2022,62326,,11.040149997728475,,1,0,0,73.16,109.67,0.3344,0,0.0,8,Other
tt26347282,Power,2023,8847,,9.087946723762116,,254,254,254,239.74,2.35,0.0364,0,0.0,1,Other
tt5066818,Remember the Goal,2016,119100,119100.0,11.687727151613768,11.687727151613768,119,110,90,161.03,95.05,0.3175,9,0.255,8,Summer
tt26440896,Living Bad,2023,61601,,11.02844961652702,,120,150,83,174.49,129.14,0.0864,8,0.2133,2,Other
tt8908024,Surkhi Bindi,2019,121163,,11.70490027879232,,91,60,68,180.05,123.27,0.5966,2,0.0533,8,Other
tt14825006,Pat & Mat: Baking and Grilling!,2021,222480,,12.312596983683791,,194,48,67,193.02,161.4,0.1672,0,0.0,6,Other
tt21223380,Doraemon the Movie: Nobita's Sky Utopia,2023,37475850,,17.43920731016742,,31,99,169,199.48,119.27,0.1456,0,0.0,3,Other
tt4899370,Megan Leavey,2017,14510490,13406883.0,16.490382463019763,16.411278864349654,181,145,97,177.88,109.77,0.2234,1,0.0267,5,Summer
tt26690825,Balagam,2023,6042,,8.706655856361559,,58,58,57,143.8,76.56,0.5198,0,0.0,3,Other
tt8881102,Sweethearts,2019,585028,,13.279416697634884,,18,21,41,140.66,125.98,0.2762,2,0.0533,2,Other
tt6690234,Sonsuz Ask,2017,1861593,,14.436943667931075,,241,236,239,176.2,63.83,0.0672,2,0.0533,3,Other
tt24215294,Hidden Master: The Legacy of George Platt Lynes,2023,5007,,8.518791912779934,,12,12,12,61.04,3.93,0.0033,1,0.0267,3,Summer
tt2567026,Alice Through the Looking Glass,2016,299820798,77041381.0,19.518695517477184,18.159853264026378,199,220,227,163.03,92.27,0.3157,2,0.0533,5,Summer
tt7205778,The Secret of Happiness,2018,28893,,10.271389240089327,,5,4,6,38.5,67.68,0.115,1,0.0267,10,Other
tt21040176,Who's There?,2022,146661,,11.895885898538308,,17,17,25,68.2,127.52,0.2023,9,0.251,9,Other
tt10272386,The Father,2020,24048935,2122771.0,16.995601312373132,14.56823333972264,63,38,22,70.02,153.18,0.5042,2,0.0533,1,Other
tt35929246,The Demon Prince,2025,1073116,,13.886078055742956,,16,19,17,50.89,115.83,0.2756,2,0.0559,12,Other
tt32778124,Blur: Live at Wembley Stadium,2024,113268,,11.637520799692824,,21,23,28,117.03,85.05,0.2108,2,0.0533,8,Other
tt4823434,Tigers Are Not Afraid,2017,576598,175559.0,13.26490232988039,12.075736143802173,11,16,14,32.48,80.16,0.0409,0,0.0,9,Other
tt9738716,The World to Come,2020,205878,116143.0,12.235043896556526,11.662586079524624,36,33,31,65.64,55.27,0.472,5,0.1333,9,Other
tt11122316,Ardab Mutiyaran,2019,52112,,10.861169716770034,,6,94,176,165.76,170.98,0.2559,4,0.1067,10,Other
tt7527028,The Tiger's Nest,2022,1740259,,14.369545085315222,,126,182,231,151.48,92.75,0.2295,1,0.0267,10,Other
tt11097488,Hermitage. The Power of Art,2019,483702,,13.089226360983282,,41,47,46,104.97,69.76,0.5064,0,0.0,10,Other
tt4384500,I'm Leaving Now,2018,4488,4488.0,8.409385238781931,8.409385238781931,63,138,183,188.35,115.11,0.1451,1,0.0267,4,Awards
tt30504474,Erdal and Ece,2024,855778,,13.65976744422022,,214,162,94,167.96,141.18,0.3651,2,0.0533,2,Other
tt4882964,Erased,2016,11636849,,16.269687345087057,,249,252,253,226.04,24.72,0.2096,2,0.0533,3,Other
tt15441472,The Price We Pay,2022,52582,,10.870148152571042,,218,179,112,156.26,117.35,0.165,3,0.08,8,Other
tt4613254,Heartstone,2016,361878,,12.799065180788894,,229,179,184,184.09,59.67,0.127,2,0.0533,9,Other
tt28372289,Paramporul,2023,3337,,8.11312710422178,,14,5,1,63.7,204.14,0.7443,3,0.08,8,Other
tt31110553,Tale of Shepherds,2024,3368,,8.122371243406553,,228,228,223,150.97,54.44,0.119,5,0.1429,1,Other
tt20455254,Juniors,2022,98070,,11.493446985132584,,23,13,13,113.07,114.68,0.2693,3,0.0799,7,Other
tt32245870,Happy Patel: Khatarnak Jasoos,2026,175756,,12.076857638182734,,237,236,232,178.36,51.67,0.1631,5,0.1333,1,Other
tt14387660,Ready o/r Knot,2021,657371,,13.396005347275985,,9,4,5,68.45,181.08,0.0232,0,0.0,4,Other
tt33499985,Papa,2024,2844093,,14.860755121398444,,156,166,179,180.85,34.35,0.0375,4,0.1067,10,Other
tt29414942,Into the Arctic,2024,231368,,12.351769117610871,,28,90,129,151.47,128.08,0.1988,0,0.0,2,Other
tt8581198,Jane and Emma,2018,380030,380030.0,12.848008107322556,12.848008107322556,244,237,214,174.83,82.49,0.2306,1,0.0267,10,Awards
tt31070377,Presque légal,2024,242482,,12.398686883809557,,105,163,215,196.5,110.65,0.1074,10,0.2667,1,Other
tt6103812,Mukoku,2017,36243,,10.498029129341951,,31,37,46,110.95,55.47,0.2047,2,0.0533,6,Other
tt18372444,National Theatre Live: Leopoldstadt,2022,940998,,13.754697355867696,,108,105,101,109.39,29.13,0.2092,1,0.0266,1,Other
tt6251666,Followers,2017,3350,3350.0,8.11701408773731,8.11701408773731,17,10,6,63.99,154.18,0.3964,1,0.0267,7,Spring
tt10383918,Leur Algérie,2020,43984,,10.691603945686776,,40,39,34,107.62,60.14,0.3071,2,0.0533,4,Other
tt30180830,Sasquatch Sunset,2024,1042015,1008662.0,13.856667856263934,13.824136249493792,246,141,19,164.49,161.98,0.1464,0,0.0,1,Spring
tt10944596,Here Today,2021,2871327,2807494.0,14.870285198484984,14.84780318464925,16,21,23,83.94,113.42,0.3056,2,0.0533,5,Summer
tt20024428,Dangerous Waters,2023,332695,,12.714984439090893,,4,13,30,88.9,172.2,0.3533,3,0.08,10,Other
tt33295270,The Great Warsaw Race,2025,49165,,10.80295760667994,,238,220,191,176.05,100.12,0.4635,6,0.16,9,Other
tt4528454,Starfish,2016,39012,,10.571650202901903,,210,159,84,204.1,164.59,0.0362,1,0.0267,6,Other
tt6281650,La cena di Natale,2016,2236363,,14.620361890705832,,153,186,194,155.1,96.83,0.5843,2,0.0533,11,Other
tt5333110,United States of Love,2016,222482,,12.312605973175078,,158,169,188,183.41,45.19,0.008,1,0.0267,2,Other
tt7385530,Wonderlus,2017,83164,,11.328581865224637,,185,38,38,162.26,163.53,0.4332,0,0.0,8,Other
tt5929754,Wildlife,2018,3321367,1050616.0,15.015887304216898,13.864888168600856,171,130,106,143.31,107.08,0.7767,2,0.0533,1,Awards
tt10094388,The Windigo,2024,11737,11737.0,9.37058672111828,9.37058672111828,245,245,247,224.83,6.24,0.0612,0,0.0,1,Other
tt34333574,Ciao bambino,2024,4752,,8.46653127661401,,245,244,245,213.43,23.5,0.1914,5,0.1333,10,Other
tt31322960,Battlefield,2024,1276232,,14.059423328098056,,154,114,91,154.75,101.24,0.657,12,0.3357,8,Other
tt2674430,Approaching the Unknown,2016,10232,10232.0,9.233373071086756,9.233373071086756,6,5,6,44.19,52.07,0.2211,1,0.0267,4,Summer
tt19652910,EO,2022,2584344,1068782.0,14.764982648904326,13.8820311759494,232,0,15,201.72,245.9,0.0164,0,0.0,5,Awards
tt5256722,He Even Has Your Eyes,2016,9755458,,16.09333758372584,,50,108,139,164.44,125.13,0.5048,8,0.2133,8,Other
tt17080412,Survive,2022,135421,,11.816151107797806,,28,31,36,131.24,39.67,0.1144,2,0.06,5,Other
tt31411053,Invincibles,2025,981542,,13.796881102233142,,29,37,49,131.0,85.77,0.2967,7,0.1867,11,Other
tt21270966,Scrambled,2023,422555,422555.0,12.954077261374836,12.954077261374836,246,67,142,229.88,165.83,0.1313,1,0.0267,3,Other
tt17550726,Dry Ground Burning,2022,2197,,7.6953031349635665,,186,118,46,117.68,183.68,0.6338,2,0.0533,2,Other
tt27722620,Rehragout-Rendezvous,2023,14127069,,16.463603372932138,,235,191,190,178.44,110.36,0.2561,3,0.08,7,Other
tt10429158,Eden,2020,108546,,11.594938537890902,,74,9,4,140.58,222.52,0.5325,0,0.0,8,Other
tt16282914,2nd Chance,2022,18756,18523.0,9.839322295060342,9.826822467600644,236,230,226,181.16,27.65,0.5817,1,0.0267,1,Holiday
tt5427194,The Miracle Season,2018,10230620,10230620.0,16.140895839897723,16.140895839897723,228,230,222,199.96,96.43,0.296,3,0.08,4,Spring
tt16538660,Masal Zamani: Melez Prenses,2022,70258,,11.159943692869112,,44,42,135,168.25,108.33,0.1173,9,0.2517,1,Other
tt4828492,The Anniversary,2017,3616,,8.193400231952097,,254,202,5,245.99,204.61,0.0075,0,0.0,11,Other
tt12600214,Mambo Man,2020,2237,,7.71333788887187,,217,156,128,162.06,137.95,0.485,2,0.0533,9,Other
tt33658124,Frontier,2025,479812,,13.08115172364344,,39,43,30,70.1,93.54,0.0629,10,0.2667,11,Other
tt10329838,Thrissur Pooram,2019,50945,,10.83852152722742,,99,35,50,163.95,140.79,0.2615,5,0.1333,12,Other
tt6852872,Elizabeth Harvest,2018,4973,,8.51197962436335,,2,3,5,43.47,178.9,0.2628,0,0.0,3,Summer
tt29712625,Contos do Esquecimento,2023,5512,,8.614864218589684,,194,203,210,179.67,55.9,0.0446,0,0.0,11,Other
tt7679126,The Best Summer of My Life,2018,9126625,,16.02670663333938,,227,221,216,196.28,91.56,0.1196,5,0.1333,7,Other
tt27873814,Rahbah,2023,19110,,9.858019364488982,,82,97,88,130.57,82.64,0.2175,11,0.2933,5,Other
tt21330770,I Did It My Way,2023,1630015,198405.0,14.30410038868569,12.198070715311117,53,8,8,130.12,124.16,0.3781,3,0.08,12,Other
tt11663228,Jailer,2023,4817871,,15.38784289476378,,7,5,9,32.54,150.53,0.2015,1,0.0267,8,Summer
tt7042862,The Man Who Killed Hitler and Then the Bigfoot,2018,3822,,8.248790733696413,,45,25,17,111.8,172.49,0.7582,1,0.0267,7,Other
tt4786282,Lights Out,2016,149368835,67268835.0,18.821929214526648,18.02420762644789,8,21,44,80.04,216.1,0.4421,0,0.0,6,Summer
tt5490310,Tuintje in mijn hart,2017,1905084,,14.460037184970094,,198,157,83,173.86,128.72,0.1651,9,0.24,3,Other
tt8686460,Baby Mamas,2018,220061,,12.301664603813032,,48,204,217,209.26,137.99,0.3904,4,0.1067,10,Other
tt4586626,Showdown in Manila,2016,622787,,13.341961450933615,,13,8,6,53.94,112.6,0.5309,5,0.1333,2,Other
tt6411748,Purge of Kingdoms,2019,27688,,10.228790501392256,,11,11,16,60.48,98.6,0.0575,12,0.32,5,Other
tt5563330,Whitney: Can I Be Me,2017,341402,,12.74081887665009,,16,9,37,99.9,138.63,0.0069,1,0.0267,4,Summer
tt8019694,Frankie,2019,725642,171781.0,13.494813437328174,12.053981510051369,60,125,190,187.69,146.8,0.1942,1,0.0267,5,Awards
tt10152722,My Wonderful Wanda,2020,202203,,12.217032367766508,,224,208,206,210.87,34.97,0.1714,8,0.2133,4,Other
tt32507477,The Daechi Scandal,2024,9635,,9.173261363734762,,37,39,36,115.49,47.97,0.1347,2,0.0533,6,Other
tt5065810,Aloys,2016,523,,6.261491684321042,,36,36,32,65.09,57.31,0.1667,2,0.0533,2,Other
tt6535314,Vuil Wasgoed,2017,300632,,12.6136455307147,,193,147,115,153.47,63.92,0.5323,7,0.1997,12,Other
tt5698986,Darling,2017,10585,,9.267287652417933,,253,233,229,201.49,82.64,0.8804,3,0.08,10,Other
tt4648786,Harriet,2019,43347017,43082155.0,17.584748469897423,17.578619455425436,13,6,5,94.71,135.44,0.5308,3,0.08,9,Awards
tt13675650,I don't like you,2021,2814,,7.942717540573791,,55,83,103,121.97,121.51,0.1943,1,0.0267,3,Other
tt27689179,Go Against the Flow,2024,117690,,11.675817824734242,,8,10,10,119.74,63.48,0.4039,5,0.1393,9,Other
tt9134216,Playing with Fire,2019,69412425,44451847.0,18.05557645844103,17.609917093863128,35,33,35,146.38,88.6,0.1689,7,0.1867,10,Awards
tt4532038,The War with Grandpa,2020,43387638,21277892.0,17.585685142834745,16.873179204377696,30,27,37,129.8,74.77,0.2557,2,0.0533,8,Awards
tt32868274,Haye Bibiye Kithe Fas Gaye,2024,4110,,8.321421586897879,,19,37,48,117.62,132.48,0.3195,6,0.1602,8,Other
tt6645774,Soy tu karma,2017,11547,,9.354267540782825,,157,136,51,158.73,130.76,0.356,10,0.2667,11,Other
tt14496370,Dalgalar ve Izler,2021,6313,,8.750524669117937,,158,182,190,157.51,100.53,0.4953,2,0.056,12,Other
tt9362276,Persecuted,2019,46834,,10.754386065643232,,15,41,84,142.71,147.21,0.3159,0,0.0,9,Other
tt26319590,Revolver Rita,2025,8057,,8.994420665751292,,235,173,102,204.52,171.67,0.1258,1,0.0267,11,Other
tt32214153,Prázdniny s Brouckem,2024,668463,,13.412737822166816,,224,226,233,198.93,102.8,0.1455,0,0.0,4,Other
tt5671316,The Flag,2016,11239,,9.32723412344768,,253,253,252,207.73,41.39,0.1436,5,0.1333,10,Other
tt11304064,Gece Gelenler,2019,7901,,8.974871170971337,,4,6,7,29.52,115.11,0.0721,0,0.0,11,Other
