tconst,primaryTitle,startYear,worldwide,domestic,log_worldwide,log_domestic,dom_r,dom_g,dom_b,avg_brightness,avg_saturation,orange_teal_score,face_count,face_density,release_month,release_window
tt10540510,Inu-Oh,2021,484127,351558.0,13.09010461354456,12.770132828209864,9,30,54,107.78,187.86,0.0989,0,0.0,9,Summer
tt15418288,Love Without Borders,2021,1383734,,14.140296922837829,,176,209,204,154.24,122.06,0.5021,10,0.2801,10,Other
tt6514342,Lavakusha,2017,117850,,11.677176393691026,,225,29,28,194.67,155.02,0.2486,2,0.0533,10,Other
tt5001436,The Curse of Robert the Doll,2016,19096,,9.857286533635412,,22,16,9,62.98,133.56,0.2614,0,0.0,9,Other
tt11230056,The Longleg,2019,3918,,8.273591798199632,,145,150,130,103.48,46.18,0.1226,3,0.0674,12,Other
tt6926486,Daddy,2017,8808,,9.083529205109796,,119,105,90,96.68,65.72,0.1788,1,0.0267,9,Other
tt31243117,Dayarani,2024,65390,,11.088139913296622,,140,110,17,168.63,148.79,0.1783,4,0.1067,2,Other
tt12965010,Eureka,2023,12882,8596.0,9.463663891791525,9.059168584174444,236,237,232,201.47,34.04,0.0396,0,0.0,5,Awards
tt33204549,The Tale of Daye's Family,2024,25186,,10.134083267375376,,250,247,246,245.01,6.98,0.3769,0,0.0,2,Other
tt19811786,Another One,2022,1689389,,14.339878074996738,,229,117,34,232.93,198.04,0.4941,1,0.0267,5,Other
tt33318123,AJ Goes to the Dog Park,2024,16975,16975.0,9.739555860853764,9.739555860853764,247,249,248,175.07,77.78,0.0893,1,0.028,3,Summer
tt11388990,I Carry You with Me,2020,193860,166403.0,12.174896686394998,12.022173845541865,31,37,46,130.18,50.74,0.0968,2,0.054,1,Summer
tt12789558,Belfast,2021,49158709,9250870.0,17.710564601471596,16.040228267217792,115,115,117,164.3,15.02,0.0039,6,0.16,9,Awards
tt8170902,Qué León,2018,7807916,2607916.0,15.870648776895614,14.774062376368876,205,145,95,162.23,117.92,0.4372,4,0.1067,11,Awards
tt15326730,Ucha Pind,2021,4289,,8.364042011922063,,173,90,34,140.69,171.53,0.4376,2,0.0533,9,Other
tt27204373,Raastha,2024,4011,,8.297045149081827,,201,143,70,155.58,200.73,0.3344,1,0.0266,1,Other
tt6176928,Whose Streets?,2017,182799,182799.0,12.116147938002186,12.116147938002186,15,14,14,68.12,6.59,0.0095,0,0.0,1,Summer
tt32792697,Loverboy: Emoties Uit,2024,4534066,,15.32712988717907,,8,3,3,48.94,132.74,0.3948,4,0.1067,8,Other
tt2352196,Thank You for Your Service,2015,21497,21497.0,9.975715186533009,9.975715186533009,50,57,55,82.39,33.81,0.2029,0,0.0,9,Awards
tt21287876,Waltzing Matylda,2023,473018,,13.066890835800503,,28,24,21,86.29,61.81,0.2032,3,0.08,11,Other
tt12151820,The Yinyang Master,2021,37690000,,17.444905391775553,,26,21,20,101.84,81.78,0.3676,1,0.0267,2,Other
tt6447602,Ghost Hospital,2016,702276,,13.4620831920736,,8,8,10,38.92,60.23,0.0585,0,0.0,9,Other
tt10379012,Speed Is My Need,2019,1769,,7.478734825567875,,23,22,40,126.25,133.23,0.1766,0,0.0,7,Other
tt30493206,As Aves,2025,1015,,6.923628628138427,,196,155,102,181.69,105.29,0.1074,1,0.027,10,Other
tt4916630,Just Mercy,2019,50901502,36001502.0,17.745403009572023,17.39907124554888,46,32,34,123.91,169.07,0.3693,4,0.1067,9,Holiday
tt28036417,Rascal Does Not Dream of a Knapsack Kid,2023,2051973,,14.534312814627222,,236,219,242,184.46,40.83,0.0941,1,0.0267,11,Other
tt8417466,We Belong Together,2018,67397,,11.118370622869625,,243,242,237,165.07,66.88,0.1348,3,0.09,7,Other
tt37185884,Tom and Jerry: Forbidden Compass,2025,2279203,,14.63933681716605,,252,231,50,221.84,210.05,0.0957,0,0.0,6,Other
tt26758372,Meiyazhagan,2024,393589,,12.88306503733342,,168,167,164,151.07,21.18,0.2084,2,0.0533,9,Other
tt19799186,National Theatre Live: Henry V,2022,331550,,12.711536922928795,,7,11,17,67.47,132.86,0.1139,9,0.24,4,Other
tt32373155,Al Eid Eiden,2024,24060,,10.088347551424729,,243,221,195,213.54,118.14,0.1263,5,0.1333,7,Other
tt13322146,Find Your Voice,2020,3634579,,15.106004118945364,,3,7,14,48.47,155.62,0.0793,0,0.0,11,Other
tt13039148,Archana 31 Not Out,2022,6729,,8.814330422638774,,24,20,18,81.75,118.72,0.2649,1,0.0267,2,Other
tt11762806,Attila,2020,303997,,12.624776401419348,,21,20,20,78.86,54.74,0.3592,4,0.1067,1,Other
tt11876478,How to Be a Classy Tramp,2021,88584,,11.391717822034538,,189,197,207,170.98,75.15,0.3167,3,0.0847,2,Other
tt25981462,Boonie Bears: Guardian Code,2023,218069789,,19.20032570713493,,245,221,231,231.8,75.84,0.0639,1,0.0267,1,Other
tt32140922,The Gentleman,2025,212832,,12.268263099614682,,27,27,8,125.39,181.55,0.0154,3,0.08,9,Other
tt19856688,Mad Fate,2023,1458837,,14.193150786384637,,24,16,5,58.58,194.62,0.1896,1,0.0267,2,Other
tt5897292,I Can Quit Whenever I Want: Ad Honorem,2017,2986118,,14.909485108932858,,251,198,4,167.77,205.33,0.3026,9,0.24,11,Other
tt6306064,Adrift,2018,59945012,31445012.0,17.908938249989326,17.263750959379912,234,235,237,166.65,42.28,0.2327,2,0.0533,5,Summer
tt11952606,Easter Sunday,2022,13074255,13013690.0,16.386155663810595,16.381512515094506,141,192,147,162.42,109.86,0.2839,1,0.0267,8,Summer
tt4814290,Te3n,2016,391957,331507.0,12.87890997017525,12.71140722104688,53,43,24,152.42,108.62,0.0934,2,0.0554,6,Summer
tt6449572,Das Leben ist keine Generalprobe,2016,68248,,11.130918060925213,,27,47,88,132.9,149.39,0.0871,1,0.0282,4,Other
tt22038748,Bai Ivan 2,2022,506175,,13.13463971387909,,242,142,24,208.6,191.46,0.0803,3,0.0817,9,Other
tt6042446,Vezir Parmagi,2017,2157645,,14.584528370565558,,125,78,61,161.78,85.97,0.3172,13,0.3467,1,Other
tt14764886,My Indian Boyfriend,2021,100715,,11.520059953870827,,128,123,117,155.53,49.67,0.237,2,0.0533,5,Other
tt9583950,Futura,2021,13948,,9.543163100092237,,34,34,34,100.79,81.23,0.2032,2,0.0575,6,Other
tt15980138,Kishkindha Kaandam,2024,1882951,,14.448351316076996,,42,31,9,105.35,144.5,0.0173,6,0.16,9,Other
tt3731562,Kong: Skull Island,2017,568652812,168052812.0,20.158780635386325,18.93978885106105,56,84,106,128.08,130.17,0.3113,0,0.0,2,Spring
tt10160730,Moses,2018,1807117,1807117.0,14.407243869047178,14.407243869047178,19,13,23,90.15,185.82,0.2452,0,0.0,3,Spring
tt4659914,Keyla,2017,16556,,9.71456425210761,,210,217,195,159.24,91.57,0.3732,1,0.028,5,Other
tt32019423,Madame Hofmann,2023,304567,,12.62664965811355,,239,246,249,214.12,53.13,0.5418,1,0.0267,8,Other
tt10449564,New Material,2020,75702,,11.23457306875918,,207,163,28,146.68,168.23,0.2621,2,0.0533,10,Other
tt8029048,Los Vagos,2017,2523,,7.833600223661104,,19,18,26,50.12,98.7,0.1056,0,0.0,11,Other
tt14865406,Deep Fear,2023,134959,,11.81273371721985,,14,16,18,112.49,80.49,0.2988,0,0.0,8,Other
tt8896762,The Marshal,2019,1034548,,13.849476140923242,,176,175,173,167.77,36.61,0.1991,0,0.0,9,Other
tt7215444,The Final Year,2017,262286,191900.0,12.477194603056027,12.164734893029634,30,27,26,112.41,46.98,0.1622,4,0.1067,9,Other
tt14864160,A New Old Play,2021,13517,9027.0,9.5117774096603,9.108086137937429,42,34,34,97.98,63.41,0.4456,0,0.0,8,Summer
tt29632994,Boonie Bears: Time Twist,2024,250921235,,19.34064964705347,,35,33,63,135.61,138.89,0.2377,1,0.0267,2,Other
tt19638448,Underground Monster,2022,4836,,8.484049972822984,,99,53,35,138.27,153.1,0.6567,4,0.1067,2,Other
tt21937768,Dokunma Hurdacinin Kizi,2022,16447,,9.707959168254892,,131,125,106,131.64,58.48,0.2037,6,0.1681,9,Other
tt5929594,Los nadie,2016,60635,,11.012644055079909,,174,167,139,148.75,47.61,0.0924,1,0.0267,9,Other
tt11306376,Jathi Ratnalu,2021,731273,470000.0,13.502543497502442,13.060490101343552,24,29,14,130.07,145.43,0.0382,5,0.1332,3,Spring
tt15319148,Anubhavinchu Raja,2021,896,,6.799055862058796,,202,180,165,170.7,86.39,0.4849,8,0.2133,11,Other
tt14922432,Mini-Zlatan and Uncle Darling,2022,72809,,11.195608587388756,,246,166,6,225.17,200.59,0.1407,9,0.24,3,Other
tt29101725,Killing Faith,2025,2482,,7.817222785508166,,22,12,9,109.58,156.7,0.7371,1,0.0267,9,Awards
tt5078134,A Woman's Life,2016,895944,37626.0,13.705634306144423,10.535477156784616,24,24,22,99.49,80.44,0.306,1,0.0267,9,Summer
tt15484258,Time of Impatience,2021,3211,,8.074649075066652,,224,232,217,207.28,56.04,0.198,2,0.0533,10,Other
tt5451054,Godless,2016,6763,,8.81936971001847,,190,215,232,182.83,65.51,0.2604,1,0.0267,8,Other
tt19770238,Aftersun,2022,8906840,1658790.0,16.002330191126347,14.321599581730773,222,225,215,164.31,55.13,0.3913,2,0.0533,5,Awards
tt13361648,The New Toy,2022,7295051,,15.802706868083597,,29,29,37,157.69,129.06,0.2361,3,0.08,10,Other
tt7512592,Annadurai,2017,29144,,10.28003865047965,,236,213,149,143.39,123.02,0.1229,2,0.0533,11,Other
tt3733774,The Trust,2016,321650,,12.68122238580369,,16,18,24,111.85,61.27,0.0521,2,0.0533,4,Summer
tt1633217,La Melodie,2017,951411,,13.765702475892155,,217,240,245,187.16,85.36,0.6157,1,0.0267,9,Other
tt8091892,Fate/stay night [Heaven's Feel] II. lost butterfly,2019,17296294,420595.0,16.666002874682373,12.949428031982023,214,23,32,171.31,192.43,0.0904,1,0.0272,1,Spring
tt33400818,Whitney Houston - The Concert for a New South Africa (Durban),2024,14946,,9.612265889785814,,16,10,7,106.76,156.61,0.2009,1,0.0267,10,Other
tt4615318,Access All Areas,2017,1347,,7.206377291472252,,120,181,240,219.85,144.09,0.1147,4,0.1067,6,Other
tt1525785,O Último Animal,2023,51443,,10.848249116385976,,238,19,26,172.97,218.79,0.028,3,0.08,11,Other
tt30395629,Fever Dream,2023,1229,,7.114769448366463,,27,41,75,161.89,126.23,0.1739,8,0.2114,5,Other
tt20851876,Mom & Dad's Nipple Factory,2023,361,,5.8916442118257715,,251,217,216,238.63,81.23,0.2634,0,0.0,4,Other
tt7014318,Poveri ma ricchissimi,2017,7285527,,15.801400472678951,,28,22,27,150.28,144.11,0.1812,5,0.1333,12,Other
tt14079218,Arsène Wenger: Invincible,2021,46139,,10.739435531727745,,35,31,27,79.08,46.4,0.1512,1,0.0269,11,Other
tt8522006,Happiest Season,2020,3609901,,15.099191183126178,,232,220,196,181.67,105.21,0.168,9,0.24,11,Other
tt2032572,USS Indianapolis: Men of Courage,2016,2158568,,14.58495606011025,,216,218,217,160.09,58.89,0.4608,1,0.0267,9,Other
tt3143606,Timecrafters: The Treasure of Pirate's Cove,2020,23785,,10.076852451287191,,41,24,14,130.39,191.56,0.5663,8,0.2133,12,Holiday
tt12410714,Teresa,2023,203197,,12.22193615211834,,49,14,5,138.25,133.55,0.4909,0,0.0,11,Other
tt14617248,Prakash,2022,1363,,7.218176838403408,,11,23,21,114.05,83.02,0.3586,1,0.0267,8,Other
tt14170162,The Grump: In Search of an Escort,2022,7341,,8.90136656405678,,236,237,234,195.82,35.38,0.0991,2,0.0533,9,Other
tt1472584,Max Steel,2016,6272403,3818664.0,15.651670252203242,15.155411443061846,16,27,39,115.64,110.56,0.2954,0,0.0,10,Awards
tt12672536,The Three Musketeers - Part I: D'Artagnan,2023,32407471,,17.29389957145843,,22,13,12,116.03,100.07,0.2808,5,0.1333,3,Holiday
tt9347750,Final Kill,2020,3511,,8.163940954755008,,250,247,226,164.96,105.52,0.1761,3,0.08,3,Other
tt28145088,The Buried Talent,2024,3387736,,15.03567270482242,,16,14,21,93.44,85.91,0.1054,2,0.056,2,Other
tt4731136,A Cure for Wellness,2016,26620002,8106986.0,17.097173483628453,15.908236840416071,9,6,5,79.35,95.27,0.0397,1,0.0267,12,Other
tt38113516,Jarek,2025,309632,,12.643143004164775,,224,220,216,178.07,71.73,0.542,1,0.0267,8,Other
tt21880610,Andrea's Love,2023,56750,,10.946428556333773,,69,50,36,95.27,127.23,0.6028,3,0.08,10,Other
tt27121086,Vital Signs,2023,1146844,,13.952525251844795,,34,26,31,120.68,95.41,0.0942,3,0.0852,4,Other
tt13922742,Arcadeología,2021,1560,,7.353081920515432,,26,27,25,64.83,79.03,0.2299,0,0.0,7,Other
tt29537095,80s Buildup,2023,9285,,9.136263168579868,,44,17,8,121.83,184.66,0.5091,10,0.2667,11,Other
tt7039862,The Big Call,2017,8595808,,15.966785316860635,,29,18,62,120.62,140.54,0.029,6,0.16,12,Other
tt5298558,The Seasons In Quincy: Four Portraits of John Berger,2016,61267,28456.0,11.023012962784444,10.2561494549844,240,172,64,178.8,107.96,0.1932,2,0.0533,6,Summer
tt4669974,Foster Boy,2019,19873,19873.0,9.897167623791308,9.897167623791308,15,6,28,141.65,93.43,0.1488,6,0.16,10,Awards
tt4197642,A Date for Mad Mary,2016,154431,,11.947509148984704,,90,53,174,186.55,139.26,0.0132,1,0.0267,7,Other
tt9147456,"Endings, Beginnings",2019,239231,,12.38518907137518,,24,41,125,154.53,169.5,0.1045,3,0.08,7,Other
tt13957560,Dumb Money,2023,20703794,13925356.0,16.84582757476543,16.4492219807919,41,32,30,158.67,167.69,0.3381,6,0.16,9,Awards
tt7633954,Doutores Palhaços,2017,2256,,7.721791776817535,,237,234,227,220.91,15.18,0.0291,0,0.0,8,Other
tt26420503,Paralympian,2022,11959,,9.389323027504624,,83,88,103,154.47,57.95,0.1035,4,0.1067,4,Other
tt5271772,The Red Thread,2016,3223573,,14.986001239883151,,245,244,192,198.19,118.66,0.4925,0,0.0,5,Other
tt30317033,Sebastian,2024,129973,65636.0,11.775089709435052,11.091894840320451,10,5,4,64.22,158.96,0.3293,0,0.0,1,Summer
tt15476818,Wild Slovenia,2021,18766,,9.839855287291272,,109,112,92,114.31,61.6,0.1221,0,0.0,9,Other
tt5565818,Ambarsariya,2016,424961,,12.959755032144376,,242,242,241,218.39,67.64,0.1667,4,0.1107,3,Other
tt36334091,Günesin Karanliginda Kosova,2025,7449,,8.915969311373605,,14,12,12,71.89,102.53,0.1925,8,0.2241,9,Other
tt8857590,Babamin Ceketi,2018,97677,,11.489431633554496,,232,213,202,187.77,106.27,0.7314,8,0.2133,10,Other
tt9694312,Stardust,2020,62251,9087.0,11.0389459423249,9.114710140960932,29,26,22,60.46,74.75,0.708,0,0.0,10,Awards
tt1781827,Hands of Stone,2016,4978353,4712792.0,15.420609872278018,15.365791283871928,253,248,240,173.99,103.33,0.1267,3,0.08,5,Summer
tt8209632,Nice to Meet You,2018,8051388,,15.901355181094148,,21,118,165,185.18,138.01,0.5307,10,0.267,3,Other
tt6712374,The Butler,2018,1929069,,14.472548579461709,,4,2,2,81.48,111.04,0.2188,7,0.1867,9,Other
tt12759408,Octonauts and the Caves of Sac Actun,2020,195093,,12.181236772678542,,44,61,73,135.13,90.32,0.4379,0,0.0,8,Other
tt6303866,Beach Rats,2017,486623,473771.0,13.095247029940186,13.068481472295286,114,121,133,107.0,78.73,0.3311,3,0.08,1,Summer
tt11053478,The Last Fishing Trip,2020,442701,,13.000652136442126,,40,37,35,125.46,86.58,0.2717,6,0.1619,3,Other
tt3797512,Barb and Star Go to Vista Del Mar,2021,32825,,10.39897616329188,,37,197,229,187.61,163.14,0.4567,2,0.054,2,Other
tt14432822,Ode to the Spring,2022,10474,,9.25674674479034,,247,234,213,205.76,92.64,0.3435,11,0.2933,7,Other
tt18626656,Lie with Me,2022,641042,,13.370851816336172,,123,65,32,136.16,171.94,0.4606,2,0.0533,8,Other
tt9484998,Palm Springs,2020,1512871,164000.0,14.229520389059513,12.00762780434872,15,157,162,199.26,156.21,0.6817,2,0.0533,1,Summer
tt13100448,Stevie Nicks 24 Karat Gold the Concert,2020,613612,410265.0,13.327119715251431,12.924561008801218,13,16,31,53.85,147.08,0.0064,0,0.0,10,Awards
tt5072542,"The First, the Last",2016,308276,,12.638754008431578,,205,189,170,152.7,59.59,0.0967,4,0.1067,1,Other
tt7550952,Hürkus: Göklerdeki Kahraman,2018,198979,,12.20095959614335,,240,228,215,155.25,66.0,0.3198,1,0.03,5,Other
tt5542802,Raabta,2017,78325,,11.268634883054563,,242,227,185,165.48,147.21,0.2549,3,0.08,6,Other
tt8925102,The Ladybug,2018,4662924,,15.355153491595056,,21,134,209,166.74,188.8,0.1688,0,0.0,2,Other
tt7458920,Faster Fene,2017,23031,,10.044639832292011,,240,231,216,227.05,37.06,0.0648,0,0.0,10,Other
tt10703978,The Free Fall,2021,33311,,10.413672971414696,,16,28,19,65.62,127.22,0.0921,1,0.0267,10,Other
tt35091739,La tregua,2025,154424,,11.9474638205641,,32,35,49,96.74,65.43,0.1229,2,0.0533,9,Other
tt33131804,Koparan Kardesler,2024,45775,,10.73151521528989,,118,96,93,160.73,70.49,0.2032,3,0.08,9,Other
tt27789180,The Hypnosis,2023,114030,,11.64422562023498,,80,146,79,127.5,102.89,0.1214,2,0.0533,7,Other
tt28550622,"Tisza-tó, az ember alkotta paradicsom",2023,47021,,10.75837085628092,,72,79,12,89.41,161.44,0.2784,0,0.0,9,Other
tt20112502,Four Quartets,2022,13098,13098.0,9.48029117039765,9.48029117039765,6,16,23,40.01,162.28,0.2693,1,0.0267,10,Spring
tt20251994,Klem,2023,2470684,,14.7200059980911,,101,79,60,136.97,98.44,0.4504,3,0.08,2,Other
tt13428686,Collectors,2020,12640113,,16.352385965629658,,48,30,21,121.45,132.66,0.5462,5,0.1397,11,Other
tt6052748,A Chance in the World,2017,112007,112007.0,11.62632557629776,11.62632557629776,215,184,122,154.63,147.02,0.1981,1,0.0267,1,Other
tt3531202,Pilgrimage,2017,23689,,10.07280829715283,,205,207,207,130.98,67.01,0.2191,4,0.1067,4,Summer
tt13188064,Let the Wrong One In,2021,13303,,9.495820020872763,,20,26,39,113.69,159.86,0.1707,5,0.1333,10,Other
tt5563334,The Good Liar,2019,33856058,17156058.0,17.33762853687345,16.65786196364307,251,250,250,158.53,65.2,0.0699,2,0.0533,11,Awards
tt7294150,The Eight Hundred,2020,461421559,372755.0,19.949822629963776,12.828679329076913,69,63,37,103.2,112.15,0.0417,0,0.0,8,Summer
tt32359746,Zeccac,2025,30094,,10.312114323981872,,8,11,7,48.29,107.9,0.1085,0,0.0,2,Other
tt14104436,Weißbier im Blut,2021,434853,,12.982765621549824,,248,235,218,162.86,98.64,0.2421,3,0.08,5,Other
tt4386684,31st October,2015,209472,,12.252350131757186,,78,13,10,159.28,158.31,0.2871,0,0.0,10,Other
tt8222408,Magical Nights,2018,1520738,,14.234706958883736,,17,38,73,119.88,190.4,0.2413,0,0.0,10,Other
tt7163824,The Load,2018,28410,28410.0,10.254531673102404,10.254531673102404,13,15,8,64.43,103.0,0.2955,0,0.0,5,Summer
tt30804066,Mihrez 3: Cin Bebek,2024,27707,,10.229476459142496,,19,28,44,64.34,114.13,0.0792,1,0.0267,2,Other
tt19845370,Offbeat Cops,2022,1959509,,14.48820499995149,,136,151,161,154.78,66.8,0.1836,1,0.0267,7,Other
tt15018474,Shareek 2,2022,114065,,11.64453250721968,,48,19,11,92.7,170.91,0.6654,6,0.16,7,Other
tt14772014,He Went That Way,2023,4339,,8.375629627094451,,17,20,47,104.75,121.46,0.0233,2,0.0533,6,Other
tt15837458,Wrong Place,2022,98942,,11.502299205728928,,24,21,25,110.85,159.07,0.383,2,0.0533,7,Other
tt9441638,The Big Ugly,2020,515399,514107.0,13.152698577200402,13.15018863909739,41,37,36,147.98,58.51,0.1948,7,0.1867,7,Summer
tt24300758,Ellipsis,2024,603256,,13.310098587232636,,30,24,23,62.55,93.68,0.2923,4,0.112,3,Other
tt10948718,The Heist of the Century,2020,7627100,,15.847218383486911,,11,48,43,102.8,163.71,0.4923,2,0.0533,1,Other
tt13642540,Till the Summer Comes,2022,1434049,,14.176013167037333,,252,251,251,214.92,47.17,0.1158,11,0.2933,2,Other
tt26597666,Juliet & Romeo,2025,548029,456623.0,13.214085308957271,13.031615574114348,23,10,29,93.6,160.19,0.0436,15,0.4,5,Summer
tt4619460,Don't Forget About Me,2016,11196,,9.323401164260195,,217,215,216,170.17,68.99,0.2883,3,0.08,11,Other
tt30050756,Season of Love,2024,72544,,11.191962337949786,,62,46,58,142.78,86.93,0.3624,2,0.0533,2,Other
tt5907748,Iceman,2017,6719,2138.0,8.812843433517195,7.668093709082406,209,207,205,147.54,50.94,0.578,0,0.0,8,Spring
tt1659619,The Odyssey,2016,9763264,,16.094137431135554,,203,207,212,188.14,91.31,0.1988,3,0.0816,10,Other
tt17060982,Hotel Pula,2023,5085,,8.534246945982066,,164,134,93,176.14,79.97,0.1227,2,0.0533,7,Other
tt10254472,Alma de Héroe,2019,244739,,12.40795170153966,,26,34,13,102.37,131.41,0.1728,2,0.0533,5,Other
tt26739127,Holy Mother,2024,104923,,11.560991557539268,,1,1,2,27.19,38.01,0.0782,1,0.0267,3,Other
tt13110808,Gamanam,2021,332,,5.808142489980444,,229,225,225,171.58,76.19,0.5247,3,0.08,12,Other
tt21338324,Pub: The Movie,2022,7643,,8.941676305360163,,230,230,230,142.4,52.15,0.0475,0,0.0,2,Other
tt8995252,Gaza,2019,111485,,11.62165430146081,,39,27,23,138.77,86.42,0.3955,1,0.0267,1,Other
tt4125568,A Canção de Lisboa,2016,1129131,,13.936959753923684,,156,230,244,211.01,94.21,0.7929,9,0.24,7,Other
tt34208307,Faster,2025,1381615,,14.13876438652346,,26,22,23,112.57,125.48,0.3293,5,0.1333,4,Other
tt13275560,The Last Race,2022,736793,,13.5100636205676,,137,142,137,160.09,35.1,0.327,3,0.0853,3,Other
tt9857522,Daughter of Shanghai,2019,25618,,10.151089542682712,,96,63,23,113.46,181.21,0.2095,0,0.0,7,Other
tt9541602,Extreme Job,2019,119932733,1565885.0,18.60244159357943,14.263962355948197,221,227,237,176.44,75.8,0.0957,5,0.1333,1,Other
tt36741777,Still Pushing Pineapples,2025,2085,,7.643003635560718,,20,21,24,80.98,145.17,0.4628,2,0.0533,6,Other
tt6985476,Mothers,2017,178748,,12.093737866135012,,74,76,95,129.74,52.69,0.1343,1,0.028,10,Other
tt27139897,The Summer with Carmen,2023,21235,,9.96345313370356,,229,177,165,203.7,85.23,0.7205,2,0.0533,9,Other
tt7080434,Carnivores,2018,189126,,12.150174026051266,,33,21,16,113.0,114.73,0.6038,1,0.0285,3,Other
tt6192878,Miss Kiet's Children,2016,369581,9384.0,12.82012791626502,9.14686794902061,31,31,31,114.22,2.36,0.0099,1,0.0267,11,Other
tt7238112,The Stolen Caravaggio,2018,816601,,13.61290710704414,,70,48,24,85.97,147.33,0.2117,1,0.0267,9,Other
tt5900208,The Reconquest,2016,34595,,10.451493347426403,,104,155,195,158.05,145.38,0.0208,0,0.0,9,Other
tt6915596,Mayaanadhi,2017,151973,,11.931464732565663,,36,127,190,185.92,141.51,0.2741,2,0.0533,12,Other
tt10360808,The Cow Who Sang a Song Into the Future,2022,32838,31879.0,10.399372112432818,10.369734132904153,64,88,54,160.85,154.3,0.4094,2,0.0533,1,Summer
tt11197874,Redoubt,2018,33155,33155.0,10.408978974711417,10.408978974711417,3,3,3,23.91,9.25,0.0,0,0.0,3,Awards
tt15284556,Marama,2025,52050,,10.85997928615443,,15,27,39,61.42,140.05,0.2206,1,0.0268,9,Other
tt8734578,To My 19-Year-Old,2018,678553,,13.42771934241514,,220,230,223,175.9,48.16,0.3474,2,0.0533,5,Other
tt29795331,Hada,2023,3935,,8.277920258172143,,178,200,206,171.0,78.31,0.8482,1,0.0267,11,Other
tt3896102,"Tad, the Lost Explorer, and the Secret of King Midas",2017,35704046,5874.0,17.390774601669495,8.67846133901236,45,23,17,141.65,152.43,0.5146,1,0.0267,3,Holiday
tt36437006,Girl Climber,2025,1880,,7.53955882930103,,9,8,5,45.87,123.08,0.3183,1,0.0267,5,Other
tt33241424,Squali,2025,57835,,10.965366698148015,,31,36,32,101.84,74.44,0.4505,7,0.1867,10,Other
tt10280220,Ghost Writer,2019,154285,,11.946563301895226,,116,66,41,140.25,122.0,0.5195,4,0.1067,6,Other
tt9257620,Algo Azul,2021,9800,,9.19023970026918,,238,233,229,223.25,36.87,0.3308,3,0.08,6,Other
tt8266010,The Snatch Thief,2018,14170,,9.55895290182487,,124,109,66,111.5,119.19,0.0159,0,0.0,5,Other
tt10309552,12 Hour Shift,2020,6820,6820.0,8.82776136765472,8.82776136765472,213,224,221,159.16,58.48,0.419,0,0.0,8,Awards
tt31647306,Betting with Ghost,2024,5193237,,15.462867952702496,,18,29,28,88.07,151.92,0.2988,1,0.0267,8,Other
tt13727606,Suddenly,2022,10346,,9.24445190160495,,126,128,145,140.16,61.18,0.3721,0,0.0,10,Other
tt7483340,Junga,2018,221554,,12.30842614464199,,233,239,225,178.51,117.66,0.3023,1,0.0267,7,Other
tt21317248,High on Life,2022,3494,,8.15908865466791,,195,133,90,184.88,71.26,0.5469,5,0.133,7,Other
tt7689928,The Queen of Fear,2018,551930,,13.221178317446082,,16,17,28,104.6,100.14,0.0294,0,0.0,1,Other
tt11675788,Three Day Millionaire,2022,54646,,10.908649597312916,,25,26,45,159.36,154.25,0.1005,7,0.1867,11,Other
tt8032034,Condor's Nest,2023,1590,,7.372118028337787,,21,11,10,137.93,102.73,0.0966,2,0.0533,7,Other
tt14625190,It's a Summer Film!,2020,222897,,12.314469546700238,,250,249,251,186.52,71.03,0.1777,3,0.08,11,Other
tt6818140,"Help, I Shrunk My Parents",2018,8351526,,15.937954954359078,,19,119,106,154.42,171.3,0.7161,5,0.1333,1,Other
tt35921050,Laaj Sharanam,2025,60170,,11.004945787654156,,30,24,17,124.84,132.85,0.2395,6,0.16,2,Other
tt10187686,Thamaasha,2019,218812,,12.295972762755822,,227,206,145,180.38,107.39,0.2522,2,0.0533,6,Other
tt5370828,The Art of Loving: Story of Michalina Wislocka,2017,8869345,,15.998111619887627,,115,89,74,143.46,81.59,0.4564,1,0.0266,1,Other
tt0974015,Justice League,2017,661326987,229024295.0,20.30975896233689,19.249338651960592,25,27,38,124.08,131.06,0.2986,6,0.16,10,Awards
tt4273562,Yu-Gi-Oh!: The Dark Side of Dimensions,2016,7445186,1015339.0,15.82307834131335,13.83073408973576,40,34,47,135.03,121.59,0.1771,0,0.0,4,Other
tt6215208,Allure,2017,39,,3.688879454113936,,24,25,40,57.03,87.41,0.0329,2,0.0533,9,Other
tt30149686,Cornell's Box,2025,26875,,10.19898897404004,,0,0,0,5.53,0.0,0.0,0,0.0,3,Other
tt34603981,Beyond the Sin,2025,61720,,11.030379508549345,,34,35,48,75.36,112.3,0.0278,3,0.084,1,Other
tt4355552,When Death Plays Dice,2016,28,,3.367295829986474,,253,253,252,184.69,30.02,0.1043,9,0.24,11,Other
tt4823122,The Missing,2017,13887720,,16.446515626394763,,44,44,48,123.23,28.96,0.3252,4,0.1067,3,Other
tt11448070,Under the Light,2023,189404720,,19.059396664487966,,2,5,8,35.86,153.36,0.1386,10,0.2667,9,Other
tt23790342,À toute allure,2024,381484,,12.851826810453971,,245,205,200,185.48,72.93,0.3038,0,0.0,8,Other
tt28937890,Not Friends,2023,56028,,10.933624692818409,,101,133,126,154.94,87.35,0.6164,5,0.1333,10,Other
tt14598598,Aloners,2021,82479,,11.320311118690842,,2,3,5,38.26,132.76,0.2578,1,0.0267,4,Other
